Date,Asset_id,Field,Oil_production
2020-03-16,OML40,Gbetiokun,17825
2021-02-16,OML30,Afiesere,17821.33
2021-02-16,OML30,Eriemu,17821.33
2019-05-07,OML42,Odidi,17821
2018-01-08,OML42,Odidi,17819
2020-08-09,OML4/38/41,Sapele,17817.81
2020-10-24,OML42,JonesCreek,17815
2019-05-08,OML4/38/41,Sapele,17810.19
2021-04-29,OML111/148,Oziengbe,1781
2021-12-10,OML40,Gbetiokun,17808.58
2020-02-25,OML40,Gbetiokun,17805
2019-10-08,OML40,Gbetiokun,17805
2020-09-27,OML42,JonesCreek,17803
2019-08-03,OML40,Gbetiokun,17803
2019-05-15,OML4/38/41,Sapele,17802.23
2018-10-28,OML34,UghelliWest,1780.41
2019-08-05,OML34,UghelliEast,1780.03
2021-06-10,OML18,Adolo,1780
2019-08-19,OML40,Gbetiokun,17799
2019-01-27,OML4/38/41,Sapele,17798.17
2020-09-24,OML4/38/41,Sapele,17790.22
2020-03-03,OML40,Gbetiokun,17790
2020-01-02,OML4/38/41,Sapele,17789.56
2019-07-30,OML40,Gbetiokun,17789
2018-01-19,OML40,Gbetiokun,17787.09
2019-08-04,OML40,Gbetiokun,17779
2019-08-29,OML40,Gbetiokun,17779
2020-11-21,OML26,Ogini,17778
2021-01-19,OML4/38/41,Amukpe,17776.78
2020-07-29,OML4/38/41,Amukpe,17776.4
2019-05-16,OML4/38/41,Sapele,17776.08
2021-02-08,OML30,Afiesere,17774.67
2021-02-08,OML30,Eriemu,17774.67
2020-08-15,OML4/38/41,Sapele,17772.9
2021-05-08,OML42,JonesCreek,17772
2018-01-18,OML40,Gbetiokun,17770.68
2021-06-12,OML60/61/62/63,Idu,17766.68
2018-12-01,OML42,Odidi,17765
2019-07-05,OML4/38/41,Sapele,17764.55
2021-01-21,OML4/38/41,Amukpe,17764.02
2020-05-05,OML26,Ogini,17763
2019-08-20,OML40,Gbetiokun,17761
2020-03-10,OML4/38/41,Sapele,17760.68
2020-11-25,OML20,Egbema,1776.38
2019-04-18,OML42,Odidi,17752
2019-03-06,OML42,Odidi,17751
2019-08-17,OML40,Gbetiokun,17751
2018-10-03,OML42,JonesCreek,17745
2020-05-28,OML34,Utorogu,1774.51
2020-11-02,OML26,Ogini,17738
2021-06-17,OML26,Ogini,17733
2019-02-19,OML4/38/41,Sapele,17728.37
2019-08-26,OML40,Gbetiokun,17728
2019-03-28,OML119,Okpoho,17728
2021-03-03,OML4/38/41,Amukpe,17724.27
2020-11-14,OML42,JonesCreek,17721
2021-07-25,OML18,Adolo,1772
2021-05-20,OML42,Batan,1772
2018-02-18,OML20,Egbema,1772
2019-01-26,OML4/38/41,Sapele,17719.55
2018-07-29,OML4/38/41,Oben,17718.26
2021-02-10,OML30,Eriemu,17716.28
2021-02-10,OML30,Afiesere,17716.28
2020-12-02,OML4/38/41,Amukpe,17712.82
2020-09-17,OML4/38/41,Sapele,17709.4
2021-08-28,OML42,JonesCreek,17707
2018-01-04,OML42,Odidi,17706
2021-04-28,OML111/148,Oziengbe,1770
2021-08-05,OML18,Adolo,1770
2018-03-12,OML119,Okpoho,1770
2020-08-10,OML45,Oredo,177.72
2020-06-27,OML28/30,UzereEast,177.71
2019-02-16,OML4/38/41,Sapele,17698.97
2021-01-08,OML4/38/41,Amukpe,17697.22
2019-02-17,OML4/38/41,Sapele,17695.53
2019-09-27,OML4/38/41,Sapele,17692.37
2019-03-21,OML42,Odidi,17690
2019-10-07,OML111/148,Oziengbe,1769
2020-01-24,OML40,Gbetiokun,17687
2020-01-22,OML40,Gbetiokun,17685
2020-04-12,OML4/38/41,Sapele,17684.67
2018-01-09,OML40,Gbetiokun,17684
2021-07-24,OML42,JonesCreek,17683
2019-02-11,OML4/38/41,Sapele,17680.02
2021-12-13,OML20,Egbema,1768.982846
2020-11-10,OML42,Batan,1768
2021-02-04,OML30,Afiesere,17679.61
2021-02-04,OML30,Eriemu,17679.61
2021-05-13,OML26,Ogini,17671
2020-03-13,OML34,Utorogu,1767.6
2021-02-09,OML30,Eriemu,17668.65
2021-02-09,OML30,Afiesere,17668.65
2018-11-11,OML4/38/41,Sapele,17667.32
2019-11-22,OML40,Gbetiokun,17662
2018-10-22,OML42,Odidi,17654
2019-03-15,OML4/38/41,Sapele,17652.61
2019-01-29,OML4/38/41,Sapele,17651.05
2019-04-21,OML4/38/41,Sapele,1765.68
2020-03-15,OML34,UghelliWest,1765.65
2020-02-01,OML42,Odidi,1765
2020-10-10,OML4/38/41,Amukpe,17647.47
2020-01-05,OML4/38/41,Sapele,17647.08
2020-09-26,OML4/38/41,Amukpe,17644.45
2020-02-28,OML40,Gbetiokun,17643
2019-01-23,OML4/38/41,Sapele,17642
2019-12-20,OML40,Gbetiokun,17641
2021-08-31,OML42,JonesCreek,17640
2021-05-19,OML42,Batan,1764
2021-12-13,OML40,Gbetiokun,17639.22
2020-01-31,OML34,Utorogu,1763.27
2021-06-02,OML42,Egwa,1763
2020-03-20,OML40,Gbetiokun,17626
2021-07-31,OML42,JonesCreek,17625
2018-11-27,OML42,Odidi,17623
2020-08-16,OML4/38/41,Sapele,17621.94
2019-09-08,OML4/38/41,Sapele,17620.46
2019-07-29,OML34,UghelliEast,1762.72
2021-04-11,OML38/49/51,Oghareki,1762
2021-04-11,OML38/49/51,Aroh,1762
2021-05-28,OML18,Adolo,1762
2021-09-14,OML34,UghelliWest,1762
2021-05-28,OML111/148,Oziengbe,1762
2019-12-22,OML40,Gbetiokun,17616
2019-02-13,OML4/38/41,Sapele,17613.53
2019-03-30,OML42,JonesCreek,17612
2020-01-31,OML34,UghelliEast,1761.13
2021-05-30,OML42,JonesCreek,17606
2019-12-10,OML40,Gbetiokun,17606
2020-03-25,OML40,Gbetiokun,17603
2020-05-29,OML4/38/41,Oben,17602.56
2019-12-26,OML40,Gbetiokun,17602
2021-06-09,OML18,Adolo,1760
2021-06-16,OML28/30,UzereEast,176.58
2018-07-19,OML16,AburaSouth,176.53
2018-07-25,OML38/49/51,Oghareki,176.5
2018-07-25,OML38/49/51,Aroh,176.5
2020-07-13,OML111/148,Oziengbe,176
2018-06-07,OML34,Utorogu,176
2019-07-01,OML45,Oredo,1759.99
2018-10-22,OML34,UghelliWest,1759.36
2021-02-03,OML4/38/41,Sapele,1759.34
2020-08-22,OML26,Ogini,17588
2019-05-17,OML4/38/41,Sapele,17587.52
2021-03-28,OML30,Eriemu,17584.56
2021-03-28,OML30,Afiesere,17584.56
2021-12-08,OML40,Gbetiokun,17582.13
2021-12-24,OML34,UghelliEast,1758.71
2020-02-13,OML40,Opuama,1758.65
2019-12-06,OML34,UghelliEast,1758.48
2021-03-06,OML4/38/41,Oben,17571.86
2020-02-06,OML34,UghelliEast,1757.34
2018-11-22,OML42,Odidi,17569
2021-12-19,OML40,Gbetiokun,17568.468
2018-04-25,OML26,Ogini,1756
2018-12-10,OML42,Odidi,17555
2019-08-30,OML40,Gbetiokun,17552
2019-09-01,OML40,Gbetiokun,17552
2021-03-31,OML38/49/51,Aroh,1755.5
2021-03-31,OML38/49/51,Oghareki,1755.5
2021-08-09,OML18,Adolo,1755
2021-02-25,OML4/38/41,Amukpe,17546.62
2020-07-30,OML4/38/41,Amukpe,17544.98
2020-07-25,OML34,UghelliWest,1754
2020-08-01,OML4/38/41,Amukpe,17532.49
2019-06-26,OML40,Gbetiokun,17531
2021-09-16,OML28/30,UzereEast,1753.85
2021-09-19,OML4/38/41,Amukpe,17525.9
2020-08-03,OML4/38/41,Amukpe,17523.95
2021-03-04,OML4/38/41,Amukpe,17518.25
2020-03-22,OML40,Gbetiokun,17517
2019-09-04,OML42,Odidi,17516
2019-03-18,OML4/38/41,Sapele,17515.05
2020-02-06,OML40,Gbetiokun,17512
2018-12-08,OML42,Odidi,17512
2019-12-08,OML40,Gbetiokun,17511
2021-10-01,OML4/38/41,Amukpe,17510.9
2020-02-24,OML42,Egwa,1751
2020-07-09,OML42,JonesCreek,17507
2019-12-31,OML4/38/41,Sapele,17503.14
2019-02-10,OML4/38/41,Sapele,17502.85
2019-02-20,OML4/38/41,Sapele,17502.46
2020-02-05,OML40,Gbetiokun,17500
2021-06-05,OML40,Opuama,1750
2019-05-24,OML4/38/41,Sapele,175.98
2020-08-11,OML28/30,UzereEast,175.7
2018-11-30,OML42,Odidi,17499
2018-12-03,OML42,Odidi,17491
2019-12-26,OML34,UghelliEast,1749.04
2019-12-31,OML40,Gbetiokun,17487
2020-03-15,OML4/38/41,Sapele,17484.81
2018-03-12,OML40,Gbetiokun,17481.32
2021-04-04,OML119,Okono,1748.6
2020-05-26,OML34,UghelliEast,1748.33
2020-01-08,OML34,UghelliEast,1748.23
2019-06-25,OML40,Gbetiokun,17479
2021-12-14,OML40,Gbetiokun,17470.6
2019-05-10,OML4/38/41,Sapele,17470.47
2021-08-07,OML18,Adolo,1747
2020-10-06,OML4/38/41,Oben,17469.03
2019-12-23,OML40,Gbetiokun,17467
2020-09-09,OML26,Ogini,17467
2019-02-18,OML4/38/41,Sapele,17466.3
2020-07-27,OML4/38/41,Amukpe,17465.95
2020-06-19,OML4/38/41,Sapele,17462.48
2018-11-30,OML40,Gbetiokun,1746
2019-08-27,OML40,Gbetiokun,17459
2021-04-01,OML38/49/51,Aroh,1744.5
2021-04-01,OML38/49/51,Oghareki,1744.5
2020-11-12,OML38/49/51,Aroh,1744
2021-03-30,OML38/49/51,Oghareki,1744
2021-03-30,OML38/49/51,Aroh,1744
2021-08-10,OML18,Adolo,1744
2020-11-12,OML38/49/51,Oghareki,1744
2020-12-04,OML26,Ogini,17437
2019-06-27,OML40,Gbetiokun,17437
2019-12-21,OML40,Gbetiokun,17435
2020-01-21,OML40,Gbetiokun,17435
2020-07-27,OML4/38/41,Sapele,17431.65
2021-06-10,OML60/61/62/63,Idu,17430.39
2019-11-18,OML40,Gbetiokun,17430
2020-12-22,OML26,Ogini,17427
2018-01-06,OML119,Okono,17424.94
2021-04-13,OML30,Eriemu,17424.66
2021-04-13,OML30,Afiesere,17424.66
2020-10-08,OML4/38/41,Amukpe,17424.48
2019-09-05,OML40,Gbetiokun,17423
2021-04-13,OML38/49/51,Aroh,1742.5
2021-04-13,OML38/49/51,Oghareki,1742.5
2021-04-08,OML38/49/51,Oghareki,1742.5
2021-04-08,OML38/49/51,Aroh,1742.5
2021-05-09,OML42,Batan,1742
2019-05-14,OML4/38/41,Sapele,17417.53
2021-12-14,OML42,JonesCreek,17416
2020-08-23,OML26,Ogini,17415
2019-02-09,OML4/38/41,Sapele,17413.07
2020-03-23,OML40,Gbetiokun,17413
2020-08-17,OML4/38/41,Sapele,17411.96
2020-09-05,OML4/38/41,Sapele,17411.18
2020-02-24,OML40,Gbetiokun,17411
2019-10-07,OML34,UghelliEast,1741.99
2018-07-19,OML42,Odidi,17403.55
2019-11-25,OML40,Gbetiokun,17402
2019-05-14,OML34,UghelliWest,1740.65
2021-08-12,OML18,Adolo,1740
2020-04-04,OML28/30,UzereEast,174.33
2018-05-15,OML34,Utorogu,174.23
2020-12-06,OML28/30,UzereEast,174.22
2019-10-05,OML34,Utorogu,174.2
2020-06-08,OML28/30,UzereEast,174.03
2020-06-06,OML28/30,UzereEast,174.03
2020-06-07,OML28/30,UzereEast,174.03
2019-07-17,OML111/148,Oziengbe,174
2019-08-31,OML40,Gbetiokun,17393
2021-06-01,OML42,Egwa,1739
2021-06-03,OML42,Egwa,1739
2020-04-04,OML26,Ogini,1739
2018-11-25,OML42,Odidi,17381
2020-08-27,OML4/38/41,Sapele,1738.26
2020-09-27,OML4/38/41,Sapele,1738.26
2019-11-24,OML34,UghelliEast,1738.11
2020-08-14,OML4/38/41,Sapele,17378.27
2018-11-26,OML42,Odidi,17374
2020-03-24,OML40,Gbetiokun,17367
2020-04-16,OML42,Odidi,17364
2019-12-25,OML4/38/41,Sapele,17363.22
2021-05-14,OML4/38/41,Amukpe,17362.07
2018-11-20,OML42,Odidi,17362
2020-07-23,OML4/38/41,Amukpe,17359.61
2020-01-30,OML40,Gbetiokun,17354
2021-01-04,OML26,Ogini,17350
2019-12-25,OML40,Gbetiokun,17346
2021-11-23,OML30,Afiesere,17344.605
2021-11-23,OML30,Eriemu,17344.605
2019-06-12,OML40,Gbetiokun,17343
2019-07-31,OML40,Gbetiokun,17342
2020-09-01,OML4/38/41,Sapele,1734.25
2021-04-03,OML38/49/51,Oghareki,1734
2021-04-03,OML38/49/51,Aroh,1734
2021-08-29,OML34,UghelliEast,1734
2021-12-13,OML42,JonesCreek,17335
2020-01-25,OML40,Gbetiokun,17334
2021-12-20,OML40,Gbetiokun,17332.519
2020-02-27,OML40,Gbetiokun,17330
2019-08-16,OML20,Egbema,1733.13
2021-08-03,OML42,Batan,1733
2021-05-31,OML42,JonesCreek,17327
2021-12-21,OML40,Gbetiokun,17321.518
2020-01-06,OML34,UghelliEast,1732.16
2020-06-25,OML34,UghelliEast,1732
2021-05-24,OML42,Egwa,1732
2021-05-12,OML26,Ogini,17316
2019-08-28,OML40,Gbetiokun,17314
2019-02-26,OML30,Eriemu,17312.3
2019-02-26,OML30,Afiesere,17312.3
2021-04-06,OML26,Ogini,17310
2021-09-10,OML26,Ogini,1731
2019-09-20,OML26,Ogini,17308
2018-06-18,OML42,Odidi,17307
2020-01-23,OML40,Gbetiokun,17306
2019-05-18,OML4/38/41,Sapele,17304.23
2021-06-18,OML42,JonesCreek,17303
2021-07-05,OML26,Ogini,17302
2021-09-19,OML4/38/41,Oben,17302
2019-06-30,OML4/38/41,Sapele,17300.92
2021-02-10,OML40,Opuama,1730
2020-08-14,OML45,Oredo,173.33
2020-09-10,OML4/38/41,Sapele,17298.72
2019-09-01,OML4/38/41,Sapele,17293.6
2018-01-14,OML40,Gbetiokun,17287.54
2020-11-19,OML4/38/41,Amukpe,17283.86
2021-05-17,OML60/61/62/63,Idu,17281.08
2021-05-11,OML26,Ogini,17281
2020-08-24,OML26,Ogini,17280
2019-10-31,OML45,Oredo,1728.73
2018-03-31,OML16,AburaSouth,1728.06
2019-02-08,OML4/38/41,Sapele,17274.18
2019-10-05,OML40,Gbetiokun,17273
2021-01-02,OML4/38/41,Amukpe,17271.41
2019-08-04,OML34,UghelliEast,1727.3
2021-08-07,OML42,Batan,1727
2021-12-23,OML40,Gbetiokun,17262.348
2021-08-08,OML18,Adolo,1726
2021-05-20,OML111/148,Oziengbe,1726
2020-04-05,OML20,Egbema,1726
2018-12-07,OML42,JonesCreek,17258
2020-12-07,OML26,Ogini,17253
2021-12-22,OML40,Gbetiokun,17251.473
2020-01-26,OML34,UghelliEast,1725.57
2019-06-04,OML34,UghelliEast,1725.46
2018-11-23,OML42,Odidi,17248
2018-11-24,OML42,Odidi,17247
2021-01-25,OML4/38/41,Amukpe,17245.8
2020-02-07,OML40,Gbetiokun,17244
2018-06-09,OML20,Egbema,1724.15
2021-06-10,OML4/38/41,Amukpe,17239.86
2021-12-17,OML30,Afiesere,17236.33
2021-12-17,OML30,Eriemu,17236.33
2019-01-31,OML4/38/41,Sapele,17234.15
2021-05-06,OML26,Ogini,17233
2020-02-03,OML34,Utorogu,1723.17
2021-08-01,OML42,Batan,1723
2020-03-28,OML40,Gbetiokun,17225
2020-08-06,OML4/38/41,Sapele,17224.98
2018-01-13,OML40,Gbetiokun,17222.51
2021-01-24,OML26,Ogini,17220
2021-08-06,OML18,Adolo,1722
2018-01-17,OML40,Gbetiokun,17217.7
2019-02-07,OML4/38/41,Sapele,17217.22
2019-09-18,OML40,Gbetiokun,17213
2019-05-01,OML42,Odidi,17211
2020-03-05,OML34,Utorogu,1721.23
2021-08-02,OML42,Batan,1721
2020-09-05,OML119,Okpoho,1721
2021-05-16,OML60/61/62/63,Idu,17209.99
2021-06-07,OML42,JonesCreek,17209
2020-10-25,OML4/38/41,Amukpe,17205.82
2018-10-31,OML4/38/41,Sapele,17205.05
2020-01-29,OML40,Gbetiokun,17202
2019-10-06,OML4/38/41,Sapele,17200.04
2020-08-09,OML42,Odidi,17200
2021-04-02,OML38/49/51,Oghareki,1720
2021-04-02,OML38/49/51,Aroh,1720
2021-08-11,OML18,Adolo,1720
2021-08-13,OML18,Adolo,1720
2021-08-04,OML42,Batan,1720
2021-04-15,OML26,Ogini,17198
2020-03-19,OML40,Gbetiokun,17191
2020-01-28,OML42,Odidi,17191
2020-06-06,OML34,UghelliEast,1719
2021-12-12,OML40,Gbetiokun,17185.28
2018-11-16,OML42,JonesCreek,17185
2020-03-26,OML40,Gbetiokun,17181
2021-07-05,OML42,Odidi,17181
2019-04-28,OML42,Odidi,17180
2020-06-15,OML34,UghelliWest,1718
2020-04-21,OML4/38/41,Oben,17178.02
2021-02-12,OML4/38/41,Amukpe,17176.66
2021-04-16,OML38/49/51,Aroh,1717.5
2021-04-16,OML38/49/51,Oghareki,1717.5
2019-12-27,OML40,Gbetiokun,17164
2019-05-18,OML40,Gbetiokun,17163
2020-12-29,OML26,Ogini,17162
2020-07-25,OML4/38/41,Amukpe,17161
2020-02-05,OML34,UghelliEast,1716.9
2020-10-11,OML26,Ogini,17153
2021-09-01,OML40,Gbetiokun,1715.92
2019-07-28,OML34,UghelliEast,1715.32
2020-06-20,OML4/38/41,Sapele,17149.31
2019-07-05,OML42,Odidi,17147
2018-01-11,OML40,Gbetiokun,17145.95
2020-12-30,OML4/38/41,Amukpe,17144.06
2020-12-08,OML26,Ogini,17140
2021-05-14,OML111/148,Oziengbe,1714
2020-09-18,OML4/38/41,Sapele,17138.69
2020-03-18,OML40,Gbetiokun,17137
2021-09-30,OML4/38/41,Amukpe,17130.9
2020-03-02,OML34,UghelliEast,1713.53
2019-10-20,OML34,UghelliEast,1713.07
2019-05-09,OML4/38/41,Sapele,17125.93
2018-11-17,OML42,JonesCreek,17120
2019-01-19,OML42,Odidi,17116
2020-01-21,OML34,UghelliEast,1711.99
2021-04-17,OML38/49/51,Oghareki,1711
2021-04-17,OML38/49/51,Aroh,1711
2021-05-07,OML4/38/41,Amukpe,17105.08
2020-10-25,OML42,JonesCreek,17105
2018-12-11,OML42,Odidi,17105
2021-04-18,OML38/49/51,Aroh,1710
2021-04-18,OML38/49/51,Oghareki,1710
2021-10-14,OML42,Odidi,1710
2020-03-13,OML28/30,UzereEast,171.84
2019-07-14,OML4/38/41,Sapele,171.36
2021-10-07,OML34,Utorogu,171
2021-10-08,OML34,Utorogu,171
2021-04-26,OML30,Afiesere,17099.72
2021-04-26,OML30,Eriemu,17099.72
2020-08-07,OML26,Ogini,17096
2021-04-22,OML30,Afiesere,17095.86
2021-04-22,OML30,Eriemu,17095.86
2018-07-09,OML42,Odidi,17095
2021-01-27,OML26,Ogini,17085
2020-11-06,OML26,Ogini,17081
2018-07-23,OML20,Egbema,1708
2021-01-03,OML4/38/41,Amukpe,17077.47
2020-02-23,OML40,Gbetiokun,17077
2020-06-11,OML4/38/41,Oben,17071.96
2018-10-30,OML119,Okono,1707.23
2021-08-31,OML42,Egwa,1707
2019-02-22,OML26,Ogini,1707
2020-08-04,OML4/38/41,Sapele,17069.59
2019-09-04,OML40,Gbetiokun,17066
2021-03-15,OML26,Ogini,17066
2021-12-07,OML40,Gbetiokun,17061.5
2020-07-24,OML4/38/41,Amukpe,17061
2020-09-15,OML4/38/41,Sapele,17051.49
2021-06-22,OML26,Ogini,17050
2018-10-30,OML4/38/41,Oben,17046.35
2021-07-06,OML42,Odidi,17045
2020-03-11,OML4/38/41,Sapele,17043.43
2018-01-04,OML119,Okono,17041.46
2021-05-27,OML42,Egwa,1704
2020-01-17,OML34,Utorogu,1704
2019-04-29,OML42,Odidi,17037
2019-07-08,OML42,Odidi,17035
2020-10-16,OML26,Ogini,17033
2020-09-19,OML4/38/41,Sapele,17030.75
2019-08-19,OML34,UghelliEast,1703.17
2019-05-17,OML40,Gbetiokun,17023
2020-10-25,OML26,Ogini,17022
2021-06-18,OML26,Ogini,17022
2020-10-17,OML38/49/51,Oghareki,1702.5
2020-10-17,OML38/49/51,Aroh,1702.5
2020-08-03,OML4/38/41,Sapele,17019.49
2019-09-06,OML4/38/41,Sapele,17012.67
2021-04-09,OML26,Ogini,17011
2019-06-24,OML40,Gbetiokun,17010
2021-08-08,OML42,Batan,1701
2018-12-04,OML42,Odidi,17007
2020-03-08,OML16,AburaSouth,1700.06
2020-03-09,OML16,AburaSouth,1700.06
2021-06-01,OML18,Adolo,1700
2021-07-15,OML18,Adolo,1700
2018-09-02,OML119,Okpoho,170
2021-06-11,OML60/61/62/63,Idu,16996.51
2020-11-01,OML26,Ogini,16996
2019-09-17,OML40,Gbetiokun,16995
2020-04-12,OML4/38/41,Oben,16990.5
2021-06-27,OML26,Ogini,16985
2019-01-30,OML4/38/41,Sapele,16983.66
2018-02-11,OML40,Gbetiokun,16983
2021-06-29,OML42,JonesCreek,16983
2020-08-21,OML42,Odidi,16980
2018-02-14,OML40,Gbetiokun,16977.14
2021-02-15,OML30,Afiesere,16974.26
2021-02-15,OML30,Eriemu,16974.26
2019-04-25,OML42,Odidi,16974
2019-09-19,OML40,Gbetiokun,16966
2020-08-18,OML4/38/41,Sapele,16964.94
2021-02-03,OML30,Afiesere,16964.08
2021-02-03,OML30,Eriemu,16964.08
2019-12-29,OML40,Gbetiokun,16963
2019-10-03,OML34,Utorogu,1696.25
2021-07-04,OML42,Odidi,16958
2020-05-20,OML26,Ogini,16954
2018-11-21,OML42,Odidi,16953
2019-02-10,OML119,Okpoho,1695
2018-01-25,OML42,Odidi,16947
2018-01-07,OML42,Odidi,16947
2020-02-10,OML34,UghelliEast,1694.77
2021-04-09,OML38/49/51,Aroh,1694.5
2021-04-09,OML38/49/51,Oghareki,1694.5
2020-05-28,OML34,UghelliWest,1694.32
2018-06-02,OML40,Gbetiokun,16939.61
2019-01-13,OML42,Odidi,16935
2020-08-13,OML4/38/41,Sapele,16934.94
2020-12-20,OML38/49/51,Oghareki,1693
2020-12-20,OML38/49/51,Aroh,1693
2018-01-22,OML42,Odidi,16929
2019-09-30,OML40,Gbetiokun,16928
2021-09-01,OML42,JonesCreek,16927
2019-02-02,OML4/38/41,Sapele,16923.71
2020-01-04,OML34,UghelliEast,1692.68
2020-04-28,OML34,Utorogu,1691.71
2020-03-31,OML40,Gbetiokun,16907
2019-12-28,OML40,Gbetiokun,16905
2019-01-21,OML42,Odidi,16901
2018-05-04,OML34,Utorogu,1690.82
2020-01-18,OML34,UghelliEast,1690.25
2018-05-18,OML34,Utorogu,169.07
2020-01-10,OML40,Gbetiokun,16892
2020-01-04,OML4/38/41,Sapele,16891.34
2018-05-07,OML45,Oredo,1689.15
2019-09-03,OML40,Gbetiokun,16884
2019-09-12,OML40,Gbetiokun,16884
2019-09-29,OML40,Gbetiokun,16883
2021-08-09,OML16,Abura,1688.68
2020-08-04,OML34,UghelliEast,1688
2020-03-06,OML34,Utorogu,1688
2021-07-03,OML42,Odidi,16870
2020-11-10,OML26,Ogini,16870
2020-01-02,OML34,UghelliEast,1687.05
2019-06-15,OML42,Odidi,16868
2021-05-28,OML42,Egwa,1686
2018-04-22,OML30,Afiesere,16858.51
2018-04-22,OML30,Eriemu,16858.51
2019-10-01,OML40,Gbetiokun,16852
2020-04-01,OML34,Utorogu,1685.43
2020-08-05,OML4/38/41,Amukpe,16846.67
2019-07-09,OML42,Odidi,16846
2019-01-09,OML42,Odidi,16845
2020-11-04,OML42,Egwa,1684
2019-11-26,OML40,Gbetiokun,16836
2020-01-11,OML40,Gbetiokun,16833
2020-10-02,OML42,JonesCreek,16832
2020-09-16,OML4/38/41,Sapele,16831.85
2020-04-03,OML34,Utorogu,1683.52
2021-04-19,OML38/49/51,Oghareki,1683.5
2021-04-19,OML38/49/51,Aroh,1683.5
2018-08-11,OML34,UghelliWest,1683.29
2021-12-19,OML34,UghelliEast,1683
2020-12-06,OML26,Ogini,16818
2020-07-26,OML42,JonesCreek,16817
2021-04-07,OML26,Ogini,16816
2021-12-06,OML40,Gbetiokun,16810.86
2020-01-09,OML34,UghelliEast,1681.92
2021-05-29,OML20,Egbema,1681.42
2021-07-21,OML18,Adolo,1681
2018-12-05,OML42,Odidi,16809
2021-03-09,OML4/38/41,Oben,16803.6
2018-12-14,OML42,Odidi,16798
2019-10-12,OML4/38/41,Sapele,16796.58
2020-02-14,OML34,UghelliWest,1679.49
2019-08-12,OML111/148,Oziengbe,1679
2021-06-03,OML18,Adolo,1679
2019-02-25,OML30,Afiesere,16789.1
2019-02-25,OML30,Eriemu,16789.1
2019-01-08,OML42,Odidi,16785
2020-03-21,OML40,Gbetiokun,16781
2020-06-03,OML4/38/41,Oben,16775.57
2021-01-19,OML26,Ogini,16774
2020-08-10,OML4/38/41,Amukpe,16773.42
2019-07-06,OML42,Odidi,16772
2019-06-19,OML119,Okpoho,1677
2021-01-06,OML26,Ogini,16765
2021-08-09,OML30,Afiesere,16763.75
2021-08-09,OML30,Eriemu,16763.75
2021-09-25,OML4/38/41,Amukpe,16763.7
2019-09-11,OML40,Gbetiokun,16760
2018-03-07,OML4/38/41,Sapele,1676.47
2018-03-07,OML4/38/41,Sapele,1676.47
2020-03-20,OML34,UghelliWest,1676.45
2019-01-16,OML42,Odidi,16758
2020-07-15,OML4/38/41,Sapele,16757.89
2019-05-14,OML40,Gbetiokun,16755
2019-09-21,OML40,Gbetiokun,16754
2021-09-17,OML4/38/41,Amukpe,16749
2018-12-02,OML42,Odidi,16745
2019-07-04,OML42,Odidi,16742
2019-06-22,OML40,Opuama,1674.99
2021-07-22,OML18,Adolo,1674
2018-10-18,OML40,Gbetiokun,16735
2019-09-27,OML40,Gbetiokun,16732
2021-01-26,OML26,Ogini,16731
2020-01-01,OML34,UghelliEast,1673.7
2019-10-01,OML26,Ogini,1672
2018-01-15,OML40,Gbetiokun,16718.92
2018-10-02,OML42,Odidi,16717
2019-04-24,OML42,Odidi,16717
2019-06-14,OML42,Odidi,16715
2020-05-27,OML34,UghelliEast,1671.83
2019-03-23,OML40,Opuama,1671
2020-08-16,OML26,Ogini,16709
2021-09-21,OML4/38/41,Amukpe,16708.4
2019-09-25,OML40,Gbetiokun,16700
2020-02-04,OML34,UghelliEast,1670.34
2020-07-23,OML34,UghelliEast,1670
2021-07-20,OML18,Adolo,1670
2018-06-12,OML34,Utorogu,167.83
2019-05-26,OML4/38/41,Sapele,16698.82
2019-05-13,OML4/38/41,Sapele,16696.4
2019-09-08,OML40,Gbetiokun,16696
2020-10-11,OML42,JonesCreek,16693
2021-01-25,OML26,Ogini,16688
2019-01-22,OML42,Odidi,16687
2019-07-07,OML42,Odidi,16687
2019-02-07,OML42,Odidi,16687
2019-07-10,OML42,Odidi,16686
2020-09-30,OML42,JonesCreek,16686
2020-11-07,OML26,Ogini,16684
2021-04-02,OML26,Ogini,16683
2019-01-22,OML4/38/41,Sapele,16681.87
2021-05-05,OML4/38/41,Amukpe,16677.89
2021-11-15,OML30,Afiesere,16677.125
2021-11-15,OML30,Eriemu,16677.125
2021-05-24,OML42,JonesCreek,16677
2019-03-24,OML30,Eriemu,16675.45
2019-03-24,OML30,Afiesere,16675.45
2020-03-27,OML40,Gbetiokun,16675
2020-04-29,OML34,Utorogu,1667.35
2018-01-22,OML42,Batan,16668
2019-02-06,OML4/38/41,Sapele,16658.18
2021-05-22,OML4/38/41,Amukpe,16652.84
2021-06-20,OML26,Ogini,16652
2020-02-07,OML34,UghelliEast,1665.66
2020-07-15,OML42,Egwa,1665
2020-06-21,OML40,Gbetiokun,16649
2021-01-18,OML4/38/41,Amukpe,16645.88
2020-08-02,OML4/38/41,Sapele,16644.07
2021-10-20,OML4/38/41,Amukpe,16640.3
2018-07-30,OML42,Batan,1664
2018-01-23,OML42,Batan,16638
2019-09-26,OML40,Gbetiokun,16638
2020-04-09,OML40,Gbetiokun,16636
2020-04-06,OML40,Gbetiokun,16636
